manchete,subtitulo,texto,data_publicacao,autor,classificacao_etaria,categoria
Deserunt asperiores saepe repudiandae maiores fuga.,Dolore modi iusto sunt consequuntur natus.,Illo labore eveniet earum officiis sequi delectus. Quo facere ea. Beatae eveniet nostrum officia.,2024-07-03,Emanuella Pires,16,Ciência
Hic nesciunt molestias iure provident odio at.,Nobis repudiandae dolorem dolores deserunt voluptas dolores laboriosam veritatis vitae adipisci aliquid.,Optio in facere delectus ab dolorem ea. Iure necessitatibus consequatur eius maxime. Minus consequuntur unde distinctio odio eligendi.,2024-03-19,João Pedro Costa,0,Ciência
Nam nostrum libero alias deserunt.,Dolorem magni alias tenetur assumenda impedit pariatur ut aperiam dolores quod.,Fugiat tempora vero consequatur quaerat illo laudantium facere. Repellat delectus dolorum nihil quaerat. Atque fugiat commodi similique dignissimos. Quos debitis nostrum totam commodi cum. Maiores ipsa repellendus fuga corporis. Totam accusantium qui nihil.,2024-09-17,Agatha Gomes,12,Tecnologia
Explicabo quae rem quibusdam.,Nesciunt nemo minima nobis assumenda ratione distinctio.,Illo quo velit. Nulla vitae adipisci sunt officiis facilis. Id impedit cupiditate doloribus perferendis deserunt saepe. Facere consequuntur minus magnam sit.,2024-05-28,Alice Marques,12,Ciência
Veniam autem voluptatem quidem aperiam.,Unde quis veritatis corrupti voluptate fuga.,Repellat tempore molestias fuga facilis aut cum velit. Quos ratione deserunt odit aspernatur. Adipisci vel necessitatibus eos. Doloribus veritatis nemo minus ipsam ullam.,2024-03-07,Manuela Marques,18,Tecnologia
In esse facilis dolorum perspiciatis.,Illum occaecati id impedit nesciunt rerum modi.,Ad incidunt eum nesciunt iste et. Atque hic magnam cupiditate placeat voluptatibus officiis laboriosam. Praesentium ex optio assumenda accusantium.,2024-05-06,Enrico da Paz,18,Esportes
Tempora dolorum id consequatur quibusdam ipsa.,Molestias necessitatibus iste doloremque veritatis autem ad vel architecto qui unde sapiente.,Corporis et sed accusamus excepturi. Optio sapiente ratione beatae excepturi impedit. Iusto veniam aliquid veniam. Mollitia deleniti iste excepturi nostrum voluptas ad. Nihil a ad et.,2024-03-30,Luiz Felipe Campos,0,Economia
Porro amet dolorem similique exercitationem.,Vitae autem aliquid doloremque dolores consectetur reiciendis nobis asperiores culpa.,Officia molestias numquam molestias alias hic repellat. Eius modi minus iure. Iusto aut perspiciatis porro reprehenderit quasi natus porro. Aperiam dolore minima cupiditate. Sapiente saepe cumque repudiandae omnis minus expedita.,2024-11-30,Mathias Casa Grande,16,Política
Quia reprehenderit fugit quasi nesciunt maxime.,Beatae iste nesciunt repellendus reiciendis aut autem.,Iusto ratione maxime facilis. Blanditiis a eligendi libero. Aliquam iste quibusdam quo ullam.,2024-08-05,Caio Sá,16,Ciência
Adipisci repudiandae quibusdam beatae beatae nemo.,Dolorem vero nostrum quaerat quisquam dolore.,Ipsum nemo quia. Minima nobis incidunt pariatur. Molestias neque cupiditate labore.,2024-07-05,Ágatha das Neves,14,Política
Distinctio recusandae pariatur.,Commodi aut libero accusamus amet alias eius blanditiis sit maxime.,Explicabo maiores officiis quibusdam officia dolor cum. Esse dicta voluptas animi voluptas. Molestias dignissimos deleniti laudantium ab doloribus cupiditate. Repellendus voluptates dolores vel fugit debitis nemo hic. Et magnam a eaque placeat.,2024-01-07,Pedro Ferreira,0,Economia
Necessitatibus soluta voluptatibus molestias.,Dolore praesentium velit alias beatae quo dolorum.,Eum perspiciatis commodi consectetur. Sunt in id unde. Nesciunt architecto eum doloremque officia nemo corrupti.,2024-11-26,Ana Julia Borges,18,Entretenimento
Repudiandae blanditiis eligendi sapiente odio sed.,Omnis asperiores eaque reiciendis fugit accusamus sint adipisci.,Veniam quis nisi accusamus sapiente delectus numquam esse. Cum exercitationem amet corrupti iure. Inventore quibusdam iusto nostrum odit. Cumque eos voluptate id sint placeat inventore molestiae. Esse laboriosam ratione odit omnis.,2024-07-28,Pedro Henrique Mendonça,18,Política
Perspiciatis quis sed sequi impedit id quidem.,Repellat commodi porro fuga mollitia assumenda saepe soluta accusamus facere labore incidunt.,Tempora eum ducimus totam culpa sapiente velit magni. Debitis perspiciatis temporibus labore expedita. Veritatis iusto laudantium voluptatem itaque.,2024-11-07,Maria Liz Pinto,14,Entretenimento
Provident aspernatur animi quis voluptatum.,Esse aut nisi aspernatur earum omnis nisi culpa nobis mollitia incidunt.,Enim rerum ipsam dolore illo alias laboriosam. Quidem dolorum et. Eveniet odio dolorum expedita autem totam nam.,2024-04-05,Joana Costela,12,Esportes
Doloribus nostrum ut incidunt veritatis.,Consectetur minima facilis reprehenderit similique ipsam facere rerum officiis beatae reprehenderit asperiores.,Molestiae minima asperiores. Voluptate hic impedit totam dolore distinctio distinctio repellendus. Numquam voluptatum facilis. Qui nisi laboriosam rem vero accusamus. Odio assumenda unde placeat blanditiis. Est similique occaecati quidem ad similique necessitatibus.,2024-03-13,Giovanna Borges,18,Ciência
Perspiciatis inventore dolor iure.,Unde praesentium aliquam dolorum rem voluptatibus repellat ex et veniam repellat.,Deleniti voluptatem voluptatum ullam eaque. Officia veniam quae deserunt tenetur nemo minus. Corporis vel corporis illo officiis. Totam ab cumque impedit velit cum. Earum quod aspernatur repellat aspernatur.,2024-10-14,Arthur Rodrigues,10,Tecnologia
Nihil quae praesentium aspernatur unde.,Porro odit sed quaerat amet soluta autem rerum necessitatibus.,Consequuntur perferendis tempore numquam consequuntur. Dolores omnis nam enim maxime. Facilis sint autem adipisci vitae laudantium. Culpa culpa sed ipsam enim. Ut culpa error reiciendis recusandae sapiente veritatis. Magnam veritatis quis consequuntur fugit totam nisi.,2024-03-30,Bernardo Mendes,12,Tecnologia
Odio veritatis ullam ipsum.,Aspernatur facere assumenda illo nisi repellendus eius mollitia consequatur rerum voluptas et.,Architecto voluptas ex pariatur necessitatibus tenetur inventore. Magnam placeat doloribus. Earum dicta reiciendis animi quas.,2024-09-03,Rebeca Almeida,14,Tecnologia
Iure repellendus aperiam ab veritatis similique.,Accusantium corporis aspernatur nesciunt eius natus.,Consectetur aut dolor neque laborum. Dolor fugiat similique assumenda voluptatum. Unde odio consectetur. Ullam fugit repellendus quo vitae consectetur. Quidem aspernatur unde accusamus aut eaque. Molestiae dolores ea officiis est.,2023-12-19,Antony Ribeiro,18,Política
Earum ab dolorem quisquam.,Eligendi tempora modi impedit nemo similique veritatis a ut et porro consectetur hic.,Itaque molestiae fuga adipisci ratione. Similique harum quod quia. Quod corrupti natus totam. Praesentium beatae occaecati qui repudiandae numquam quo. Voluptatibus explicabo voluptates commodi molestiae.,2024-06-16,Eduardo Silva,10,Política
Rerum esse ab consectetur quidem odit repellat.,Optio deleniti necessitatibus eaque velit aliquam.,Nihil praesentium odit magni. Possimus hic dignissimos voluptatibus. Vero excepturi porro ducimus quisquam. Deserunt nostrum quaerat optio magni corrupti. Libero expedita saepe perspiciatis. Repudiandae facere similique laborum.,2024-01-31,Gustavo Duarte,16,Política
Natus sunt quia repellendus totam ratione veritatis minus.,Dolorem debitis commodi magnam totam natus ex corporis impedit sed numquam vero minus.,Voluptatum expedita quis a tempore optio culpa aliquid. Dolore expedita quaerat sit. Maiores culpa odit occaecati ea adipisci voluptatibus. Impedit sint dolorem. Labore a nisi. Dolore voluptates aliquam.,2024-09-18,Hadassa Vasconcelos,0,Tecnologia
Consequatur similique facilis exercitationem reprehenderit molestias.,Blanditiis laudantium accusantium suscipit perspiciatis voluptate quo voluptatum.,Enim sed quidem ex ex nobis suscipit cumque. Natus iste ex. Saepe illo quas voluptas quo nulla. Sunt quisquam commodi earum culpa officiis cumque.,2024-02-01,Apollo Mendonça,12,Tecnologia
Libero praesentium sed quod esse reprehenderit dolor.,Id officia fuga unde labore praesentium qui veritatis autem consectetur repudiandae nesciunt.,Ex quo omnis accusantium. Reprehenderit fugit est sint. Ut ut fugiat deserunt corrupti. Laboriosam vel facilis pariatur debitis. Dicta quo numquam voluptatum est minus earum. Nam consequatur quibusdam laboriosam.,2024-06-26,João Pedro Nunes,18,Tecnologia
Illo accusantium maiores similique nisi illo omnis.,Aspernatur nemo delectus corrupti enim tenetur quod soluta voluptates quam facilis ipsa illo.,Molestias tenetur illo explicabo. Eligendi modi cupiditate a minus. Ea quaerat omnis dicta dolor minima. Itaque ratione ea animi ipsa vero. Recusandae ullam modi rerum minima. Eum tempora esse eaque iure vel.,2024-12-08,Sr. Lorenzo Gomes,14,Política
Repellendus in qui expedita vero voluptas.,Labore eius velit et quae recusandae vero corrupti officia laudantium cum alias provident.,Quas amet commodi nihil. Et cupiditate accusamus commodi iusto quas. Libero voluptates nam alias.,2024-04-15,Nathan Pires,12,Esportes
Corporis amet et esse a.,Dolorem iusto blanditiis magni blanditiis cupiditate.,Labore voluptatem tenetur voluptate esse. Occaecati modi quaerat velit. Nostrum sapiente fuga rem. Veniam eligendi et corrupti.,2024-07-20,Antonella Pereira,10,Tecnologia
Quasi veritatis sapiente laudantium.,Totam laborum temporibus facilis dignissimos dolore velit minus amet libero.,Assumenda expedita rem molestiae exercitationem nesciunt. Maiores reprehenderit explicabo minima deleniti aliquid natus. Esse quisquam laborum cumque tempora voluptatibus. Magnam totam laboriosam quasi repudiandae vero. Saepe molestiae possimus quam.,2024-08-14,Sr. Gabriel Correia,14,Tecnologia
Consequuntur velit odit quibusdam.,Laudantium quasi quo itaque quisquam quod odio dolore aliquid ut minus.,Ab quia corrupti officiis quidem. Vitae hic dolore minima vitae. Sapiente delectus aperiam. Possimus culpa id molestiae adipisci cupiditate quo. Officia laudantium sunt minus voluptas blanditiis.,2024-09-25,Stella Silva,12,Esportes
Sint expedita debitis unde ea explicabo ea.,Consectetur quaerat veniam eum molestias natus alias asperiores facere consequuntur laborum sapiente.,Quidem incidunt quisquam error libero. Quis unde molestias esse eligendi. Assumenda rerum aliquid nesciunt vero ea. Quos dicta numquam ad impedit saepe doloribus.,2023-12-21,Ravi Lucca Siqueira,14,Ciência
Repudiandae in incidunt veniam temporibus.,Perferendis numquam hic a ex maiores neque deleniti atque alias pariatur veritatis nesciunt.,Porro provident aliquid commodi perferendis itaque. Occaecati recusandae repudiandae assumenda voluptate voluptatem. Deleniti illum et eveniet velit officiis molestias. Voluptates quas sit quaerat ullam repellendus ratione. Esse reiciendis ex maiores voluptate natus maiores.,2024-08-14,Igor Nunes,14,Política
Illum ducimus eos.,Perferendis laudantium atque est accusantium nisi voluptatum.,Fuga recusandae explicabo. Minus molestiae quisquam voluptatum nesciunt facilis iure at. Dolores rem debitis suscipit dicta neque ipsa alias. Labore quidem voluptates esse et nihil earum.,2024-02-10,Luísa Azevedo,16,Tecnologia
Animi soluta optio.,Inventore iusto eveniet explicabo totam eos modi non.,Illum ad eum sapiente. Corrupti tempora laudantium natus provident natus. Asperiores dicta saepe vitae. Animi reiciendis voluptate id excepturi. Repellat ipsum autem ipsam consectetur repellendus fugit et.,2024-08-20,Manuella das Neves,16,Tecnologia
Ad accusantium laboriosam ducimus at.,Deleniti similique magni natus saepe tenetur quas iusto reprehenderit sint laborum ut fugiat.,Officia ex debitis. Adipisci id ipsa esse facere iure aliquam maiores. Voluptates qui sit quod saepe. Nam nisi numquam animi quidem recusandae. Adipisci soluta impedit dignissimos quod dolor.,2024-06-11,Mariane Jesus,18,Ciência
Nam eveniet facere itaque facere.,Corrupti non quidem quae officiis dicta ex architecto veritatis tempora.,Distinctio asperiores vel veniam. Fugiat tempore impedit dolores illum consectetur. Repellendus modi quae ea dignissimos consequatur. Aliquam expedita nam voluptatum a ad. Quidem corrupti temporibus quod vel. Vitae nisi aut minus.,2024-04-05,Sabrina Cunha,12,Esportes
Perferendis eos ducimus aut totam dolor.,Error natus sequi quas dolore dignissimos.,Impedit omnis quibusdam aperiam autem. Beatae dolores tempora aliquam fugit nobis. Amet optio explicabo repudiandae. Eligendi ipsa eius aliquam.,2024-04-21,Srta. Nina Porto,16,Política
Mollitia praesentium impedit sed perferendis nulla quibusdam.,Quibusdam quod harum culpa minima perspiciatis minima quia porro dolores.,Quibusdam eligendi fuga maiores. Voluptatibus optio ex molestiae. Incidunt repellendus quis temporibus vel voluptas eligendi. Voluptates reprehenderit nobis eius excepturi unde saepe. Expedita sequi odio voluptates libero. Adipisci error quidem aperiam placeat.,2024-09-30,Guilherme Correia,18,Economia
Placeat officia exercitationem dicta voluptatem corporis quasi.,Dignissimos similique animi nostrum animi consequatur exercitationem quaerat quidem doloremque eos.,Asperiores placeat sed quae. Earum quis velit quod officiis placeat accusamus amet. Impedit illo atque voluptas ut deserunt nemo illum.,2024-05-22,Ana Vitória Souza,14,Tecnologia
Numquam nam aspernatur architecto nihil consequatur enim.,Voluptate necessitatibus dolor quasi eum veniam sapiente iste explicabo facilis accusantium minima praesentium omnis.,Sequi quod doloribus debitis blanditiis perspiciatis architecto. Quos incidunt recusandae aliquam commodi. Officiis ad ea eius repudiandae. Nihil accusantium quae sunt nam distinctio doloribus. Repellendus ab quam odit harum consequuntur id. Est occaecati nostrum.,2024-06-01,Erick Ribeiro,14,Política
Nisi tempora neque quos consequatur aspernatur deserunt officia.,Ipsam exercitationem aut sapiente atque provident deleniti ex quasi rerum eos.,Impedit aspernatur modi eum hic voluptatum magnam amet. Totam rerum laudantium fuga numquam. Deserunt reiciendis voluptates earum itaque. Iure esse temporibus corrupti. Iure hic aut dignissimos minima provident consequatur.,2024-11-03,Dra. Ana Julia Siqueira,18,Ciência
Iure voluptates et itaque pariatur facere.,Velit qui est consequatur ut minima culpa.,Optio cum dolores exercitationem praesentium blanditiis perspiciatis. Itaque nam sit optio eaque. Fuga quia hic architecto.,2024-05-29,Sra. Emanuelly Caldeira,14,Entretenimento
Fugit at assumenda eos eum beatae itaque.,Ipsam quae ratione alias cumque nulla molestiae labore dolore.,Culpa dolorum esse corrupti debitis. Voluptatibus quisquam tenetur saepe fuga beatae. Pariatur consequuntur vitae ipsum consectetur. Blanditiis saepe sunt praesentium officiis minus. Maiores repellat nisi beatae.,2024-02-09,Bento da Cunha,12,Entretenimento
Praesentium nihil aliquid aliquid amet voluptas.,Aspernatur adipisci deleniti ullam et odio distinctio et cupiditate rerum porro ipsa numquam.,Voluptatem quis veniam nobis unde. Quisquam unde facilis id unde explicabo. Facilis aut laboriosam iure rem tempore ut. Iusto molestias officiis nobis. Deleniti modi quos nemo dolorum maxime animi porro. Natus nihil corrupti explicabo accusamus fugiat ipsam.,2024-09-13,Srta. Luiza Mendes,14,Ciência
Magni atque dolores nemo.,Quod recusandae numquam corporis et dicta.,Numquam ab sapiente dicta non dolores asperiores. Recusandae at voluptatibus id magni. Ut odit accusantium nobis blanditiis. Neque sint similique minus quisquam aut. Consequatur enim saepe dolores similique atque sint.,2024-09-14,Dr. Luan Duarte,12,Ciência
